,method,n,m,timeGPU,checkGPU,timeCPU,checkCPU
53,1,20000,200000,0.026037714000267442,True,1.151444435119629,True
54,2,20000,200000,0.006779193878173828,True,1.5051169395446777,True
55,3,20000,200000,0.008130788803100586,True,4.9026219844818115,True
56,0,20000,2000000,0.05291628837585449,True,4.11688494682312,True
57,1,20000,2000000,0.14661218299806933,True,6.9199793338775635,True
58,2,20000,2000000,0.029724597930908203,True,6.0096447467803955,True
59,3,20000,2000000,0.06144976615905762,True,29.630491256713867,True
60,0,20000,2000000,0.055269718170166016,True,4.114560842514038,True
61,1,20000,2000000,0.1463931580001372,True,7.2166173458099365,True
62,2,20000,2000000,0.028751850128173828,True,6.048030614852905,True
63,3,20000,2000000,0.05796170234680176,True,29.639230012893677,True
64,0,20000,10000000,0.18413734436035156,True,16.671918153762817,True
65,1,20000,10000000,0.4049827960006951,True,22.7065007686615,True
66,2,20000,10000000,0.12248849868774414,True,25.75677990913391,True
67,3,20000,10000000,0.2723565101623535,True,109.0632553100586,True
68,0,20000,10000000,0.18641924858093262,True,16.80850911140442,True
69,1,20000,10000000,0.43679830199835123,True,22.631166458129883,True
70,2,20000,10000000,0.12108016014099121,True,26.015226125717163,True
71,3,20000,10000000,0.24525237083435059,True,108.76320672035217,True
72,0,20000,20000000,0.2991499900817871,True,32.457106590270996,True
73,1,20000,20000000,0.6450963839997712,True,37.431787967681885,True
74,2,20000,20000000,0.2322072982788086,True,50.395731925964355,True
75,3,20000,20000000,0.4125394821166992,True,177.41209292411804,True
76,0,20000,20000000,0.274644136428833,True,32.44216203689575,True
77,1,20000,20000000,0.6308200610001222,True,35.97445869445801,True
78,2,20000,20000000,0.2379014492034912,True,50.20116209983826,True
79,3,20000,20000000,0.4445064067840576,True,181.85656309127808,True
80,0,20000,40000000,0.5228602886199951,True,64.46511125564575,True
81,1,20000,40000000,0.9803232909980579,True,65.1437497138977,True
82,2,20000,40000000,0.4110133647918701,True,90.62167859077454,True
83,3,20000,40000000,0.7738957405090332,True,288.22840547561646,True
84,0,20000,40000000,0.46448731422424316,True,65.30763125419617,True
85,1,20000,40000000,1.0066260370003874,True,66.32013320922852,True
86,2,20000,40000000,0.41513562202453613,True,91.21643161773682,True
87,3,20000,40000000,0.7282934188842773,True,296.4822542667389,True
88,0,20000,60000000,0.7472648620605469,True,97.7124433517456,True
89,1,20000,60000000,1.4481532479985617,True,91.62056922912598,True
90,2,20000,60000000,0.5514800548553467,True,137.2190248966217,True
91,3,20000,60000000,1.1125407218933105,True,447.2784833908081,True
92,0,20000,60000000,0.6426405906677246,True,96.79768538475037,True
93,1,20000,60000000,1.1530718529975275,True,90.8353750705719,True
94,2,20000,60000000,0.5967156887054443,True,136.74868845939636,True
95,3,20000,60000000,1.3116743564605713,True,328.40317368507385,True
96,0,30000,300000,0.010886907577514648,True,1.4569370746612549,True
97,1,30000,300000,0.037530872999923304,True,1.8638575077056885,True
98,2,30000,300000,0.010080337524414062,True,2.0496442317962646,True
99,3,30000,300000,0.01425790786743164,True,6.939058303833008,True
100,0,30000,300000,0.009479761123657227,True,1.4540534019470215,True
101,1,30000,300000,0.03524333200039109,True,1.8296058177947998,True
102,2,30000,300000,0.010158300399780273,True,2.059781789779663,True
103,3,30000,300000,0.013523101806640625,True,6.6636128425598145,True
104,0,30000,3000000,0.08353424072265625,True,6.337550163269043,True
105,1,30000,3000000,0.23012179999932414,True,10.793208837509155,True
106,2,30000,3000000,0.04264497756958008,True,9.185096502304077,True
107,3,30000,3000000,0.09726428985595703,True,49.51096749305725,True
108,0,30000,3000000,0.0827188491821289,True,6.328370571136475,True
109,1,30000,3000000,0.21682854700338794,True,11.301884174346924,True
110,2,30000,3000000,0.04323530197143555,True,9.478760004043579,True
111,3,30000,3000000,0.09761548042297363,True,49.48328113555908,True
112,0,30000,15000000,0.2691655158996582,True,25.728043794631958,True
113,1,30000,15000000,0.6115932970060385,True,34.49640488624573,True
114,2,30000,15000000,0.18023014068603516,True,38.007142066955566,True
115,3,30000,15000000,0.39781737327575684,True,163.47724103927612,True
116,0,30000,15000000,0.28173017501831055,True,25.749943017959595,True
117,1,30000,15000000,0.6007346370024607,True,34.492135524749756,True
118,2,30000,15000000,0.18153858184814453,True,38.29316759109497,True
119,3,30000,15000000,0.3788142204284668,True,166.35510730743408,True
120,0,30000,30000000,0.3897247314453125,True,50.40116262435913,True
121,1,30000,30000000,0.9536291340045864,True,56.54607081413269,True
122,2,30000,30000000,0.32778358459472656,True,77.71491742134094,True
123,3,30000,30000000,0.6539921760559082,True,269.5283844470978,True
124,0,30000,30000000,0.3830122947692871,True,49.78960084915161,True
125,1,30000,30000000,0.9350082910095807,True,56.599756956100464,True
126,2,30000,30000000,0.31595730781555176,True,77.2580144405365,True
127,3,30000,30000000,0.6906602382659912,True,265.0926036834717,True
128,0,30000,60000000,0.6404964923858643,True,98.24130606651306,True
129,1,30000,60000000,1.4562239759980002,True,105.72032880783081,True
130,2,30000,60000000,0.5375430583953857,True,141.1382863521576,True
131,3,30000,60000000,1.1637489795684814,True,450.40239906311035,True
132,0,30000,60000000,0.7762000560760498,True,98.99458837509155,True
133,1,30000,60000000,1.57052798299992,True,102.4512710571289,True
134,2,30000,60000000,0.6598982810974121,True,139.244642496109,True
135,3,30000,60000000,1.456907033920288,True,442.56685519218445,True
136,0,30000,90000000,0.9132261276245117,True,146.64723443984985,True
137,1,30000,90000000,2.1515421570074977,True,134.9291069507599,True
138,2,30000,90000000,1.0530591011047363,True,208.04656887054443,True
139,3,30000,90000000,3.6326704025268555,True,687.6767163276672,True
140,0,30000,90000000,1.1662914752960205,True,147.35440754890442,True
141,1,30000,90000000,2.4586781120015075,True,142.09181475639343,True
142,2,30000,90000000,1.1500122547149658,True,205.8590292930603,True
143,3,30000,90000000,2.2102649211883545,True,674.0392229557037,True
144,0,50000,500000,0.017454862594604492,True,2.4976694583892822,True
145,1,50000,500000,0.07752103300299495,True,2.9122211933135986,True
146,2,50000,500000,0.017067909240722656,True,3.9783520698547363,True
147,3,50000,500000,0.05495715141296387,True,13.009671449661255,True
148,0,50000,500000,0.016076087951660156,True,2.4963109493255615,True
149,1,50000,500000,0.07316066100611351,True,2.963594675064087,True
150,2,50000,500000,0.017635583877563477,True,3.990453004837036,True
151,3,50000,500000,0.025589704513549805,True,13.098918199539185,True
152,0,50000,5000000,0.13426804542541504,True,10.705708980560303,True
153,1,50000,5000000,0.29942454301635735,True,18.069718599319458,True
154,2,50000,5000000,0.07058334350585938,True,17.70911478996277,True
155,3,50000,5000000,0.15515494346618652,True,74.2391049861908,True
156,0,50000,5000000,0.1352987289428711,True,10.749836206436157,True
157,1,50000,5000000,0.3318683599936776,True,18.62675714492798,True
158,2,50000,5000000,0.07087564468383789,True,18.54852032661438,True
159,3,50000,5000000,0.15422797203063965,True,74.47929430007935,True
