,method,n,m,timeGPU,checkGPU,timeCPU,checkCPU,speedup
486,2,10000,100000,0.003828764,TRUE,0.552565575,TRUE,144.3195716
487,3,10000,100000,0.00347662,TRUE,2.003916025,TRUE,576.3978192
488,0,10000,300000,0.009480238,TRUE,0.887328863,TRUE,93.59774162
489,1,10000,300000,0.027964709,TRUE,1.287325382,TRUE,46.03392734
490,2,10000,300000,0.006233454,TRUE,1.178622484,TRUE,189.0801683
491,3,10000,300000,0.010075092,TRUE,5.637410164,TRUE,559.5393062
492,0,10000,300000,0.009517431,TRUE,0.875885963,TRUE,92.02966006
493,1,10000,300000,0.025696841,TRUE,1.267055511,TRUE,49.30783171
494,2,10000,300000,0.006139517,TRUE,1.239620447,TRUE,201.9084696
495,3,10000,300000,0.010309219,TRUE,6.018744469,TRUE,583.8215541
496,0,10000,600000,0.018280983,TRUE,1.395298004,TRUE,76.32510825
497,1,10000,600000,0.064038744,TRUE,2.244314671,TRUE,35.04620063
498,2,10000,600000,0.010318279,TRUE,2.021665335,TRUE,195.9304728
499,3,10000,600000,0.016782522,TRUE,9.879185915,TRUE,588.6591894
500,0,10000,600000,0.017751932,TRUE,1.401985645,TRUE,78.97650993
501,1,10000,600000,0.060706253,TRUE,2.213909149,TRUE,36.46921099
502,2,10000,600000,0.010460377,TRUE,2.00843811,TRUE,192.0043762
503,3,10000,600000,0.018424034,TRUE,12.17028189,TRUE,660.5655313
504,0,10000,800000,0.023313284,TRUE,1.727851868,TRUE,74.11447798
505,1,10000,800000,0.067569542,TRUE,2.759870529,TRUE,40.84489028
506,2,10000,800000,0.013031721,TRUE,2.551403761,TRUE,195.7840978
507,3,10000,800000,0.022265434,TRUE,13.29286599,TRUE,597.018043
508,0,10000,800000,0.023104429,TRUE,1.748225212,TRUE,75.6662367
509,1,10000,800000,0.060438721,TRUE,2.630689144,TRUE,43.52655219
510,2,10000,800000,0.013391018,TRUE,2.549190283,TRUE,190.3656839
511,3,10000,800000,0.020929337,TRUE,11.88150525,TRUE,567.6962203
512,0,10000,1000000,0.027590036,TRUE,2.052339792,TRUE,74.38699113
513,1,10000,1000000,0.080432833,TRUE,3.287610531,TRUE,40.87398651
514,2,10000,1000000,0.015371323,TRUE,2.827054739,TRUE,183.917468
515,3,10000,1000000,0.025629759,TRUE,14.55132937,TRUE,567.7513186
516,0,10000,1000000,0.026740074,TRUE,2.054542065,TRUE,76.83382075
517,1,10000,1000000,0.080063844,TRUE,3.065104723,TRUE,38.28325708
518,2,10000,1000000,0.015660286,TRUE,2.945735216,TRUE,188.1022623
519,3,10000,1000000,0.025755405,TRUE,14.41626835,TRUE,559.7375817
520,0,10000,1200000,0.030406952,TRUE,2.388020039,TRUE,78.5353312
521,1,10000,1200000,0.092615555,TRUE,3.412811518,TRUE,36.84922601
522,2,10000,1200000,0.018418789,TRUE,3.523995876,TRUE,191.3261449
523,3,10000,1200000,0.027789116,TRUE,15.79237056,TRUE,568.2933783
524,0,10000,1200000,0.031454325,TRUE,2.390433311,TRUE,75.99696807
525,1,10000,1200000,0.091959608,TRUE,3.638502836,TRUE,39.56631521
526,2,10000,1200000,0.017846584,TRUE,3.369347811,TRUE,188.7951078
527,3,10000,1200000,0.030693769,TRUE,15.61847448,TRUE,508.8483676
528,0,10000,1600000,0.039624691,TRUE,3.022568464,TRUE,76.27992515
529,1,10000,1600000,0.105539637,TRUE,4.622694016,TRUE,43.80054875
530,2,10000,1600000,0.023026466,TRUE,4.609569311,TRUE,200.185701
531,3,10000,1600000,0.038056135,TRUE,20.75821066,TRUE,545.4629211
532,0,10000,1600000,0.039596796,TRUE,3.051246405,TRUE,77.0579115
533,1,10000,1600000,0.105917708,TRUE,4.583536863,TRUE,43.27450952
534,2,10000,1600000,0.023397923,TRUE,4.499898911,TRUE,192.3204467
535,3,10000,1600000,0.037737846,TRUE,20.60013556,TRUE,545.8746999
536,0,10000,2000000,0.043624878,TRUE,3.666794777,TRUE,84.05283753
537,1,10000,2000000,0.112584036,TRUE,5.194383383,TRUE,46.13783239
538,2,10000,2000000,0.026930571,TRUE,5.042460203,TRUE,187.2392634
539,3,10000,2000000,0.043535709,TRUE,21.83470154,TRUE,501.5354487
540,0,10000,2000000,0.045417786,TRUE,3.653008461,TRUE,80.43123215
541,1,10000,2000000,0.126279532,TRUE,5.500247717,TRUE,43.55613004
542,2,10000,2000000,0.027247906,TRUE,5.100926399,TRUE,187.204347
543,3,10000,2000000,0.05048728,TRUE,26.01133204,TRUE,515.2056536
544,0,10000,2400000,0.052474976,TRUE,4.319108486,TRUE,82.30796562
545,1,10000,2400000,0.128595162,TRUE,6.102543831,TRUE,47.45546983
546,2,10000,2400000,0.032651186,TRUE,6.135623455,TRUE,187.9142601
547,3,10000,2400000,0.054524899,TRUE,30.63052034,TRUE,561.7712489
548,0,10000,2400000,0.051225662,TRUE,4.297316074,TRUE,83.88990766
549,1,10000,2400000,0.148004307,TRUE,6.074572325,TRUE,41.04321319
550,2,10000,2400000,0.031650782,TRUE,5.983798265,TRUE,189.0568876
551,3,10000,2400000,0.055505276,TRUE,31.24361682,TRUE,562.8945431
552,0,10000,2800000,0.058631182,TRUE,4.982821226,TRUE,84.98585702
553,1,10000,2800000,0.146259832,TRUE,6.920075178,TRUE,47.31357259
554,2,10000,2800000,0.036638975,TRUE,6.76946497,TRUE,184.761308
555,3,10000,2800000,0.05973053,TRUE,31.16021991,TRUE,521.6799519
556,0,10000,2800000,0.056822538,TRUE,4.963819265,TRUE,87.35652097
557,1,10000,2800000,0.14843771,TRUE,6.27117753,TRUE,42.24787307
558,2,10000,2800000,0.037118196,TRUE,7.0788095,TRUE,190.7099528
559,3,10000,2800000,0.059742928,TRUE,30.20068622,TRUE,505.5106513
560,0,10000,3000000,0.058084488,TRUE,5.266124964,TRUE,90.66319
561,1,10000,3000000,0.156883009,TRUE,6.666249275,TRUE,42.49184993
562,2,10000,3000000,0.040091515,TRUE,7.530602694,TRUE,187.8353255
563,3,10000,3000000,0.059466124,TRUE,27.23418331,TRUE,457.9781171
564,0,10000,3000000,0.059491396,TRUE,5.286922455,TRUE,88.86869051
565,1,10000,3000000,0.156297336,TRUE,6.887610674,TRUE,44.06735809
566,2,10000,3000000,0.040576696,TRUE,7.515347004,TRUE,185.2133779
567,3,10000,3000000,0.066269875,TRUE,27.45305753,TRUE,414.2614982
568,0,10000,3500000,0.069462776,TRUE,6.123303413,TRUE,88.15229897
569,1,10000,3500000,0.172505885,TRUE,8.017311811,TRUE,46.47558436
570,2,10000,3500000,0.046349287,TRUE,8.683273077,TRUE,187.3442642
571,3,10000,3500000,0.073843956,TRUE,38.62903619,TRUE,523.117101
572,0,10000,3500000,0.067219496,TRUE,6.207171917,TRUE,92.3418399
573,1,10000,3500000,0.154531943,TRUE,7.751763344,TRUE,50.16285432
574,2,10000,3500000,0.045559168,TRUE,8.85948205,TRUE,194.4610155
575,3,10000,3500000,0.073842525,TRUE,31.28572583,TRUE,423.6816879
576,0,10000,4000000,0.075235844,TRUE,6.989245892,TRUE,92.8978204
577,1,10000,4000000,0.203326068,TRUE,8.596737385,TRUE,42.28054705
578,2,10000,4000000,0.050679207,TRUE,10.17434955,TRUE,200.7598417
579,3,10000,4000000,0.083896399,TRUE,43.44547701,TRUE,517.8467463
580,0,10000,4000000,0.0721488,TRUE,6.98845005,TRUE,96.8616257
581,1,10000,4000000,0.168542572,TRUE,8.188317299,TRUE,48.58308024
582,2,10000,4000000,0.050562859,TRUE,10.33197117,TRUE,204.3391426
583,3,10000,4000000,0.078204393,TRUE,35.87847662,TRUE,458.778274
584,0,10000,4500000,0.079618216,TRUE,7.775372267,TRUE,97.65820814
585,1,10000,4500000,0.193127534,TRUE,8.94429636,TRUE,46.31290099
586,2,10000,4500000,0.056017399,TRUE,11.78715611,TRUE,210.4195545
587,3,10000,4500000,0.086411476,TRUE,41.7012012,TRUE,482.5886915
588,0,10000,4500000,0.080570459,TRUE,7.828944683,TRUE,97.16892202
589,1,10000,4500000,0.181185958,TRUE,9.171409607,TRUE,50.61876598
590,2,10000,4500000,0.055647373,TRUE,11.40015578,TRUE,204.8642214
591,3,10000,4500000,0.096031189,TRUE,41.38812637,TRUE,430.9862954
592,0,10000,5000000,0.089505911,TRUE,8.617918253,TRUE,96.28323056
593,1,10000,5000000,0.2381782,TRUE,10.20448709,TRUE,42.84391723
594,2,10000,5000000,0.061348915,TRUE,12.82936478,TRUE,209.1212983
595,3,10000,5000000,0.105283499,TRUE,45.12610316,TRUE,428.6151552
596,0,10000,5000000,0.089112043,TRUE,8.586853027,TRUE,96.36018547
597,1,10000,5000000,0.211972669,TRUE,10.3323617,TRUE,48.74383923
598,2,10000,5000000,0.060997009,TRUE,12.81663179,TRUE,210.1190197
599,3,10000,5000000,0.112561703,TRUE,55.30449605,TRUE,491.3260435
600,0,10000,8000000,0.118592739,TRUE,13.53612661,TRUE,114.13959
601,1,10000,8000000,0.24126096,TRUE,13.87420607,TRUE,57.5070499
602,2,10000,8000000,0.096516132,TRUE,18.78437281,TRUE,194.6241768
603,3,10000,8000000,0.174651861,TRUE,59.03922749,TRUE,338.039498
604,0,10000,8000000,0.121118069,TRUE,13.4055717,TRUE,110.6818482
605,1,10000,8000000,0.270941645,TRUE,14.05483437,TRUE,51.87402758
606,2,10000,8000000,0.097083807,TRUE,20.40434599,TRUE,210.1724955
607,3,10000,8000000,0.154646158,TRUE,58.14281225,TRUE,375.9732083
608,0,10000,9000000,0.13731575,TRUE,15.11453414,TRUE,110.0713802
609,1,10000,9000000,0.269885758,TRUE,15.81468344,TRUE,58.59769539
610,2,10000,9000000,0.107975006,TRUE,22.57431316,TRUE,209.0698022
611,3,10000,9000000,0.19561553,TRUE,81.24531293,TRUE,415.3316095
612,0,10000,9000000,0.133183479,TRUE,15.13567543,TRUE,113.6452923
613,1,10000,9000000,0.345090636,TRUE,15.79750013,TRUE,45.77782903
614,2,10000,9000000,0.107936144,TRUE,22.85193372,TRUE,211.7171588
615,3,10000,9000000,0.195685863,TRUE,66.14598513,TRUE,338.0212752
616,0,10000,10000000,0.148701429,TRUE,16.52545977,TRUE,111.1318152
617,1,10000,10000000,0.297331013,TRUE,17.25207567,TRUE,58.02312883
618,2,10000,10000000,0.118999243,TRUE,24.60910439,TRUE,206.8005125
619,3,10000,10000000,0.200578451,TRUE,54.48345017,TRUE,271.6316227
620,0,10000,10000000,0.146517277,TRUE,16.58297467,TRUE,113.1810189
621,1,10000,10000000,0.319990475,TRUE,16.80581069,TRUE,52.51972169
622,2,10000,10000000,0.120404243,TRUE,23.81909108,TRUE,197.8260101
623,3,10000,10000000,0.201317072,TRUE,73.34962845,TRUE,364.3487746
624,0,10000,20000000,0.247167587,TRUE,33.09728408,TRUE,133.9062473
625,1,10000,20000000,0.498462649,TRUE,30.12319136,TRUE,60.4321937
626,2,10000,20000000,0.209989548,TRUE,46.47574401,TRUE,221.3240826
627,3,10000,20000000,0.413735151,TRUE,143.9059281,TRUE,347.8213724
628,0,10000,20000000,0.259166002,TRUE,32.82852459,TRUE,126.669873
629,1,10000,20000000,0.531231055,TRUE,30.91960263,TRUE,58.20368057
630,2,10000,20000000,0.214493513,TRUE,46.31801844,TRUE,215.9413484
631,3,10000,20000000,0.394138813,TRUE,143.9423673,TRUE,365.2072888
632,0,10000,25000000,0.307261229,TRUE,40.62838268,TRUE,132.2274954
633,1,10000,25000000,0.620641327,TRUE,36.08764458,TRUE,58.1457325
634,2,10000,25000000,0.278059721,TRUE,57.96432161,TRUE,208.4599719
635,3,10000,25000000,0.482277155,TRUE,138.983144,TRUE,288.1810648
636,0,10000,25000000,0.301117182,TRUE,40.57993174,TRUE,134.764584
637,1,10000,25000000,0.612736682,TRUE,36.28229284,TRUE,59.21351522
638,2,10000,25000000,0.28519392,TRUE,56.84047318,TRUE,199.3046456
639,3,10000,25000000,0.512479305,TRUE,180.9424081,TRUE,353.0726143
640,0,20000,200000,0.006195068,TRUE,0.940025091,TRUE,151.7376462
641,1,20000,200000,0.024484978,TRUE,1.038457632,TRUE,42.41203043
642,2,20000,200000,0.006577015,TRUE,1.220620871,TRUE,185.5888857
643,3,20000,200000,0.007781982,TRUE,4.26335907,TRUE,547.85
644,0,20000,200000,0.005955696,TRUE,0.942392349,TRUE,158.233787
645,1,20000,200000,0.024373628,TRUE,1.050299168,TRUE,43.09162212
646,2,20000,200000,0.006717682,TRUE,1.226769686,TRUE,182.6180082
647,3,20000,200000,0.007947922,TRUE,4.764741182,TRUE,599.4952304
648,0,20000,600000,0.0184865,TRUE,1.792212963,TRUE,96.9471227
649,1,20000,600000,0.068078823,TRUE,2.591632605,TRUE,38.06811708
650,2,20000,600000,0.012193918,TRUE,2.592326164,TRUE,212.5917294
651,3,20000,600000,0.020547152,TRUE,10.9146347,TRUE,531.1994059
652,0,20000,600000,0.018727779,TRUE,1.798098087,TRUE,96.01234882
653,1,20000,600000,0.069089734,TRUE,2.681297779,TRUE,38.80891739
654,2,20000,600000,0.012211323,TRUE,2.601826906,TRUE,213.0667539
655,3,20000,600000,0.020694971,TRUE,10.79807639,TRUE,521.7729634
656,0,20000,1200000,0.032635927,TRUE,2.857928991,TRUE,87.57002593
657,1,20000,1200000,0.104069929,TRUE,4.271056414,TRUE,41.0402549
658,2,20000,1200000,0.019541264,TRUE,4.250923634,TRUE,217.5357605
659,3,20000,1200000,0.036811352,TRUE,20.03384161,TRUE,544.22999
660,0,20000,1200000,0.035067081,TRUE,2.857953787,TRUE,81.49961926
661,1,20000,1200000,0.105734211,TRUE,4.432536125,TRUE,41.92149431
662,2,20000,1200000,0.019832373,TRUE,4.428362846,TRUE,223.2896145
663,3,20000,1200000,0.037570238,TRUE,19.46797347,TRUE,518.1754082
664,0,20000,1600000,0.046786785,TRUE,3.541896343,TRUE,75.70292196
665,1,20000,1600000,0.121939799,TRUE,5.94301486,TRUE,48.73728601
666,2,20000,1600000,0.025004387,TRUE,5.370532036,TRUE,214.7835921
667,3,20000,1600000,0.05029726,TRUE,26.0816586,TRUE,518.5502839
668,0,20000,1600000,0.048588514,TRUE,3.534183979,TRUE,72.73702495
669,1,20000,1600000,0.133833988,TRUE,5.854653835,TRUE,43.74564281
670,2,20000,1600000,0.024568558,TRUE,5.308425665,TRUE,216.0658237
671,3,20000,1600000,0.050009966,TRUE,26.73268509,TRUE,534.5471569
672,0,20000,2000000,0.054549456,TRUE,4.176979542,TRUE,76.57234142
673,1,20000,2000000,0.15827898,TRUE,6.846972466,TRUE,43.25888672
674,2,20000,2000000,0.028743267,TRUE,6.035328627,TRUE,209.9736475
675,3,20000,2000000,0.057784081,TRUE,29.56812048,TRUE,511.7001122
676,0,20000,2000000,0.053772926,TRUE,4.189680338,TRUE,77.91430788
677,1,20000,2000000,0.145533291,TRUE,6.479282618,TRUE,44.52096543
678,2,20000,2000000,0.029579163,TRUE,6.190990448,TRUE,209.3024246
679,3,20000,2000000,0.056526899,TRUE,28.80009675,TRUE,509.4936586
680,0,20000,2400000,0.062064648,TRUE,4.878996611,TRUE,78.61152513
681,1,20000,2400000,0.170957871,TRUE,7.511799335,TRUE,43.93947638
682,2,20000,2400000,0.033654213,TRUE,7.004706144,TRUE,208.1375712
683,3,20000,2400000,0.067488194,TRUE,35.03885722,TRUE,519.1849922
684,0,20000,2400000,0.062862873,TRUE,4.82529521,TRUE,76.7590626
685,1,20000,2400000,0.171328319,TRUE,7.631200552,TRUE,44.54138462
686,2,20000,2400000,0.034326077,TRUE,7.542311192,TRUE,219.7254088
687,3,20000,2400000,0.069038868,TRUE,34.93199706,TRUE,505.975809
688,0,20000,3200000,0.079276323,TRUE,6.166332006,TRUE,77.78276979
689,1,20000,3200000,0.197862353,TRUE,9.455800772,TRUE,47.78979239
690,2,20000,3200000,0.04394865,TRUE,9.386936188,TRUE,213.5887248
691,3,20000,3200000,0.082966328,TRUE,39.92238283,TRUE,481.1877777
692,0,20000,3200000,0.077478647,TRUE,6.196463585,TRUE,79.9764039
693,1,20000,3200000,0.191596489,TRUE,9.247024059,TRUE,48.26301415
694,2,20000,3200000,0.043856144,TRUE,9.313384056,TRUE,212.362128
695,3,20000,3200000,0.083206654,TRUE,40.19111896,TRUE,483.0277053
696,0,20000,4000000,0.092901945,TRUE,7.489448309,TRUE,80.61670076
697,1,20000,4000000,0.235276149,TRUE,10.77013612,TRUE,45.77657431
698,2,20000,4000000,0.052746296,TRUE,10.51646161,TRUE,199.3782014
699,3,20000,4000000,0.103805304,TRUE,50.24578404,TRUE,484.0386985
700,0,20000,4000000,0.096347332,TRUE,7.450829744,TRUE,77.33301576
701,1,20000,4000000,0.240566101,TRUE,11.10216594,TRUE,46.15016784
702,2,20000,4000000,0.053194761,TRUE,11.18495345,TRUE,210.2641911
703,3,20000,4000000,0.10403347,TRUE,49.63951397,TRUE,477.1494587
704,0,20000,4800000,0.109070063,TRUE,8.771886587,TRUE,80.42432887
705,1,20000,4800000,0.222295023,TRUE,13.02883196,TRUE,58.6105428
706,2,20000,4800000,0.061388493,TRUE,11.99415565,TRUE,195.3811723
707,3,20000,4800000,0.123061419,TRUE,51.87343311,TRUE,421.5247454
708,0,20000,4800000,0.109261513,TRUE,8.773830175,TRUE,80.30119622
709,1,20000,4800000,0.275848718,TRUE,12.86559558,TRUE,46.64004122
710,2,20000,4800000,0.061900377,TRUE,13.41122651,TRUE,216.6582354
711,3,20000,4800000,0.14221096,TRUE,67.99425292,TRUE,478.1224509
712,0,20000,5600000,0.124906778,TRUE,10.05719829,TRUE,80.51763419
713,1,20000,5600000,0.279653448,TRUE,14.66928649,TRUE,52.45523198
714,2,20000,5600000,0.070048571,TRUE,13.99803996,TRUE,199.8333418
715,3,20000,5600000,0.14206481,TRUE,59.71097183,TRUE,420.3079701
716,0,20000,5600000,0.119817019,TRUE,10.10109949,TRUE,84.30438027
717,1,20000,5600000,0.244620997,TRUE,13.98310733,TRUE,57.16233479
718,2,20000,5600000,0.070733786,TRUE,14.316154,TRUE,202.394851
719,3,20000,5600000,0.131106377,TRUE,51.01073384,TRUE,389.0789689
